,word,context,label,is_equivalent
20,кисть,"У жительницы Хакасии Любови Лицегевич служба опеки изъяла семерых усыновленных детей из-за того, что волосы ее четырехлетнего сына посчитали слишком длинными для мальчика. Об этом в среду, 20 декабря, сообщает «Новая газета». По данным издания, в мае воспитательница детского сада, куда ходил мальчик, пожаловалась заведующей, что волосы ребенка выросли до поясницы. Та, в свою очередь, доложила об этом районному управлению образования. В конце лета комиссия по делам несовершеннолетних пришла к выводу, что Лицегевич наносит вред психологическому здоровью мальчика, и решила рассмотреть вопрос о прекращении опеки над ним. В итоге у женщины забрали семерых несовершеннолетних приемных детей, которых она усыновила в 2012-2015 годах. Газета пишет, что у Лицегевич возник конфликт с руководством детсада после того, как она не дала деньги на ремонт здания, а вместо этого купила краски и кисти. Также женщина на телевидении критиковала районные органы опеки из-за маленьких, по ее мнению, пособий. Отмечается, что 57-летняя Лицегевич воспитала родную дочь и 20 приемных детей. В сентябре у жительницы Екатеринбурга Юлии Савиновских отобрали приемных сыновей после того, как она удалила мешавшую ей большую грудь. Как рассказала Савиновских «Ленте.ру», органы опеки предоставили суду фальшивые, по ее утверждению, документы и справки о ее якобы психических отклонениях. Анкеты изъятых детей выставили на сайте «Усыновление в России».",4.0,0
21,кисть,"Сотрудники Государственного музея искусств Каракалпакстана (республики в составе Узбекистана) обнаружили, что в картине ""Туман на реке"" кисти русского художника Михаила Соколова под слоем краски есть еще одно изображение. Об этом сообщает ""Би-Би-Си"". Открытие, как рассказала директор музея Мариника Бабаназарова, было совершено случайно. Во время реставрационных работ специалисты заметили на кромке картины посторонние наслоения. Решено было сделать рентген, который подтвердил, что пейзаж был написан поверх портрета. Это портрет пожилого мужчины в высокой митре. Кто был автором портрета, пока неизвестно. Неясно также, почему Соколов написал картину поверх другой. В музее, как отмечается, решили сохранить верхний слой картины. В настоящее время работа выставлена в постоянной экспозиции. Музей в Каракалпакстане был основан советским художником и искусствоведом Игорем Савицким. Собранная им коллекция стала основой этого музея. В коллекцию, как отмечает ""Би-Би-Си"", вошли 18 картин и более 280 графических произведений Михаила Соколова. Период творчества Михаила Соколова пришелся на первые десятилетия XX века. Он писал портреты, пейзажи (создал, в частности, серию ""Уходящая Москва""), иллюстрировал литературные произведения. В 1938 году был арестован по обвинению в ""контрреволюционной деятельности"" и приговорен к семи годам исправительно-трудовых лагерей. В 1958 году был посмертно реабилитирован.",4.0,0
22,кисть,"Писатель Владимир Сорокин стал лауреатом литературной премии «НОС». Его наградили за роман «Манарага». Победителей объявили на торжественной церемонии в «Гоголь-центре» в понедельник, 5 февраля, сообщает корреспондент «Ленты.ру». Победитель получает награду в размере 700 000 рублей и статуэтку. Лауреатом жюри критического сообщества стал Алексей Сальников. Судьи отметили его роман «Петровы в гриппе и вокруг него». «Приз критического сообщества» — новая номинация «НОСа», победителя в ней определяют профессиональные литературные критики. Среди них — обозреватель «Ленты.ру» Наталья Кочеткова. Шорт-лист был обнародован 3 ноября. В него вошли, кроме «Манараги» и «Петровых», еще восемь книг: «В Советском Союзе не было аддерола» Ольги Брейнингер, «Жития убиенных художников» Александра Бренера, «Текст» Дмитрия Глуховского, «Заххок» Владимира Медведева, «Иван Ауслендер» Германа Садулаева, «Белая кисть» Станислава Снытко, «Иншалла. Чеченский дневник» Анны Тугаревой и «Головастик и святые» Андрея Филимонова. Жюри премии возглавлял режиссер Константин Богомолов, кроме него, в состав жюри входили переводчик прозы и драматургии Агнешка Любомира Пиотровска, художник и режиссер Вера Мартынов, руководитель Фонда «Устная история» Дмитрий Споров, автор, режиссер и продюсер Рома Либеров. Экспертами премии выступили литературный критик Анна Наринская, доктор филологических наук, историк культуры Константин Богданов, поэт, переводчик и критик Лев Оборин. В декабре 2017 года Владимир Сорокин специально для «Ленты.ру» написал рассказ «Белый квадрат». Текст посвящен режиссеру Кириллу Серебренникову, который в настоящий момент находится под домашним арестом в связи с обвинениями в мошенничестве.",4.0,1
23,кисть,"Фонд Михаила Прохорова объявил шорт-лист ежегодной литературной премии «НОС». Об этом стало известно из пресс-релиза, присланного в редакцию «Ленты.ру». Члены жюри конкурса в ходе публичных дебатов на XI Красноярской ярмарке книжной культуры включили в короткий список номинантов 10 книг: 1. Ольга Брейнингер «В Советском Союзе не было аддерола»;2. Александр Бренер «Жития убиенных художников»;3. Дмитрий Глуховский «Текст»;4. Владимир Медведев «Заххок»;5. Герман Садулаев «Иван Ауслендер»;6. Алексей Сальников «Петровы в гриппе и вокруг него»;7. Владимир Сорокин «Манарага»;8. Станислав Снытко «Белая кисть»;9. Анна Тугарева «Иншалла. Чеченский дневник»;10. Андрей Филимонов «Головастик и святые». Жюри премии 2017 года возглавляет режиссер Константин Богомолов, кроме него, в состав жюри входят переводчик прозы и драматургии Агнешка Любомира Пиотровска, художник и режиссер Вера Мартынов, руководитель Фонда «Устная история» Дмитрий Споров, автор, режиссер и продюсер Рома Либеров. Эксперты премии: литературный критик Анна Наринская, доктор филологических наук, историк культуры Константин Богданов, поэт, переводчик и критик Лев Оборин. Итоговые дебаты, на которых назовут имя лауреата и победителя читательского голосования, пройдут в Москве 5 февраля 2018 года. В 2017 году у премии «НОС» появилась новая номинация — «Приз критического сообщества», победителя в которой определяют профессиональные литературные критики. Среди них — обозреватель «Ленты.ру» Наталья Кочеткова. Победитель Премии получает награду в размере 700 000 рублей и статуэтку-символ премии. «Приз читательских симпатий» вручается автору произведения по результатам голосования в Интернете и/или телепередаче и составляет 200 000 рублей. «Приз критического сообщества» вручается автору произведения по итогам выбора профессиональных критиков и составляет также 200 000 рублей.",4.0,1
24,кисть,"В инновационном центре «Сколково»состоялась открытая тренировка российской команды, отправляющейся на Кибатлон (Cybathlon) — первые в истории международные соревнования людей с ограниченными возможностями, использующих высокотехнологичные ассистивные устройства. Об этом сообщается в пресс-релизе, поступившем в редакцию «Ленты.ру». Команда Stradivary (компания «Моторика») продемонстрировала отечественный биоэлектрический протез кисти Stradivary, способный выполнять до 6 различных хватов — движений пальцев — и стоящий в разы дешевле зарубежных аналогов. Команда Kleiber (компания «Клайбер Бионикс») показала многофункциональный бионический протез руки Kleiber Solo, состоящий из пяти роботизированных пальцев, способных двигаться отдельно и контролировать степень сжатия каждого пальца. Команда ORTOKOSMOS (компания «Орто-Космос») продемонстировала протез METIZ HYPERKNEE с инновационной разработкой гидравлического коленного шарнира. В свою очередь, команда Neurobotics (компания «Нейроботикс») испытала собственную разработку интерфейса «мозг-компьютер», позволяющую обрабатывать электрические сигналы с коры головного мозга и распознавать до 8 отдельных команд в реальном времени, что выводит ее на конкурентный уровень с мировыми аналогами. «За последние 25 лет нейрофизиология сделала огромный скачок, в том числе и в ее медицинском применении. Когда мы говорим о развитии знаний в этих областях, невозможно констатировать, что мы достигли какого-то предела. Это дорога без финиша. На мой взгляд, участие в международных соревнованиях чрезвычайно ценно», — заявил исполнительный директор, член правления РВК Александр Потапов. Соревнования пройдут 8 октября в швейцарском Цюрихе.",6.0,0
25,кисть,"Палестинский юноша получил ранения средней тяжести в результате преждевременного взрыва бомбы, которую он, очевидно, изготовлял. Об этом сообщает Jerusalem Post со ссылкой на израильское армейское радио. По данным интернет-издания MIGnews.com, 15-летний палестинец собирался совершить теракт в районе расположения армейских частей ЦАХАЛа в Хевроне. Раненый подросток добрался до пропускного пункта Гуш Эцион (Gush Etzion) на Западном берегу, откуда его перевезли в военный госпиталь в Иерусалиме. MIGnews.com добавляет, что, по данным врачей, юноша получил сильные ожоги лица и серьезно повредил кисти рук.",6.0,0
26,кисть,"Житель американского штата Огайо Роман Антвуд инсценировал смерть своего трехлетнего сына в мотоаварии, чтобы напугать мать ребенка и снять розыгрыш на видео, сообщает Daily Mail Online. Известный на YouTube 32-летний комедиант заранее подготовил квадроцикл на пульте управления, взрывное устройство и куклу, одетую в точности как его сын. После того как Антвуд и его супруга посадили мальчика на квадроцикл, шутник отвлек внимание матери и заменил сына на манекен. Радиоуправляемая машина тронулась с места, на большой скорости подлетела на трамплине и исчезла из виду, после чего раздался взрыв, пламя от которого поднялось на девять метров вверх. Видео взрыва и реакцию матери американец опубликовал на своем канале на YouTube. За два дня ролик Blowing up my kid PRANK!! набрал больше 4,5 миллиона просмотров. Видео лайкнули 467,5 тысячи пользователей, между тем 9,6 тысячи не одобрили такой розыгрыш. В июле 2015 года американский актер Дуэйн «Скала» Джонсон разыграл своих подписчиков в Instagram, выложив видео с переломленной кистью и выгнутым пальцем руки.",6.0,0
27,кисть,"Создатель сервиса Instapainting Крис Чен создал робота, с помощью которого пользователи стримингового сервиса Twitch могут коллективно рисовать картины, передает портал Endgadget. Юзеры вводят в чате приложения команды, задавая цвет краски и направление, в котором будет двигаться кисть, а машина обрабатывает их запросы и выдает результат. Происходящее транслируется в реальном времени. По словам Чена, робот обошелся ему в примерно 200 долларов. В ходе первого теста машина записала движения руки художника, который рисовал картину, а затем воспроизвела их, создав копию оригинальной работы. Чен рассказал, что вдохновился экспериментом под названием «Twitch играет в Pokemon», в ходе которого пользователи сервиса коллективно проходят выпуски ролевой игры Pokemon. Эксперимент стартовал в феврале 2014 года, спустя 16 дней участники общими силами прошли первую выбранную организаторами игру — Pokemon Red. Согласно подсчетам, в эксперименте приняли участие более 1,1 миллиона человек, на пике к трансляции подключились 121 тысяча человек одновременно. Twitch был приобретен Amazon в 2014 году за 970 миллионов долларов. Ежемесячная аудитория cервиса превышает 100 миллионов человек. Иногда его используют как площадку для анонсов видеоигр. Так, на канале Microsoft в Twitch показали еще не выпущенную в то время версию многопользовательского танкового экшена World of Tanks для Xbox 360.",6.0,1
28,кисть,"Житель американского города Вест-Бенд, штат Висконсин, остался без рук и ног из-за собачьих бактерий. Об этом сообщает Fox 29. 48-летний Грег Мантейфель (Greg Manteufel) попал в больницу в июне. Первоначально врачи полагали, что он болен гриппом. Затем у него в крови нашли бактерии рода Capnocytophaga, которые встречаются в слюне собак и могут попасть в организм человека после укуса или в случае плотного контакта с инфицированным псом. Что именно привело к заражению, не уточняется, однако известно, что Мантейфель всю жизнь имел дело с собаками. По словам жены, он был полностью покрыт синяками. «Выглядело так, будто кто-то избил его бейсбольной битой», — утверждает она. Инфекция привела к уменьшению кровяного давления в организме мужчины. Из-за плохого кровоснабжения конечностей ткани стали отмирать, началась гангрена. Через неделю ноги пришлось ампутировать. Затем Мантейфель частично лишился кистей рук. Это не остановило гангрену, поэтому понадобилась новая операция, во время которой ему удалили руки до середины предплечья. В результате заражения пострадали и другие органы. Врачи полагают, что мужчине потребуется пластическая операция для восстановления носа. Бактерии рода Capnocytophaga представляют особую опасность для людей с ослабленной иммунной системой. «Эта инфекция в его крови вызвала исключительно сильную реакцию в его организме, — говорит специалист по инфекционным болезням Сильвия Мунос-Прайс (Silvia Munoz-Price). — 99 процентов людей, у которых есть собаки, никогда не сталкиваются с такой проблемой. Это чистая случайность». В июле сообщалось, что запущенная язва на месте пореза довела жительницу британского города Бристен до ампутации ноги. Инфицированное место отекло, что затруднило кровоснабжение и привело к гангрене.",6.0,0
29,ключ,"Главный военный прокурор Украины Анатолий Матиос сообщил, что у экс-бойцов расформированного за мародерство батальона «Торнадо», устроивших бунт в Лукьяновском СИЗО Киева, были ключи от камер. Об этом он сообщил в эфире телеканала «112 Украина». «У всех ""торнадовцов"" были магнитные карточки, которые позволяли им выйти на улицу. Не только ключи, а магнитные карточки… На улицу Дегтяревскую. Когда мы попытались [пройти при помощи карточек] — все двери открывались, все вышли», — сказал Матиос. По словам прокурора, за полтора года в камере, в которой содержались бывшие бойцы «Торнадо», не было проведено ни одного обыска, хотя по правилам их необходимо проводить раз в неделю. Матиос добавил, что после задержания «торнадовцев» в их камерах обнаружили 142 телефона. Бунт «торнадовцов» произошел 9 августа. При попытке этапировать их из СИЗО заключенные оказали сопротивление и забаррикадировались в камерах. Они использовали самодельные гранаты, а также угрожали поджечь сотрудника правоохранительных органов. Спецназ подавил бунт и разоружил «торнадовцов». Добровольческий батальон «Торнадо» в составе МВД Украины создали в октябре 2014 года на базе ранее расформированного за мародерство батальона «Шахтерск». В июне 2015 года глава МВД Арсен Аваков расформировал и этот батальон. В апреле 2017 года восемь бывших бойцов подразделения приговорили к тюремному заключению за изнасилование, мародерство, истязание и похищение.",8.0,1
30,ключ,"Советник главы МВД Украины Антон Геращенко обвинил журналиста Анатолия Шария в организации финансирования международного терроризма на своей странице в Facebook. «По итогам обнародования итогов спецоперации ""Разводной ключ"", тов Шарию собрать вещи и приготовиться переезду на ПМЖ в Российскую Федерацию до момента ареста и выдаче Украине за организацию финансирования международного терроризма», — написал Геращенко. В записи на Facebook советник главы МВД пояснил, что задачей проведенной правоохранительными органами информационной спецоперации «Разводной ключ» было собрать деньги, которые предназначались для финансирования терроризма и перенаправить их на укрепление материальной базы вооруженных сил Украины. Сам Шарий назвал обвинения Геращенко «абсолютным маразмом и идиотизмом». «Это, в первую очередь, удар по самому Геращенко, которого все воспринимают не иначе как инернет-тролля. Цель такого выпада — привлечение публичного внимания. Причем подобное обращение с информацией нанесет гораздо больший ущерб самому советнику главы МВД, нежели мне», — заявил Шарий «Ленте.ру». Ранее он подтвердил радиостанции РСН, что у него действительно есть счета в Европе, но, по его утверждению, он не может с их помощью ни перечислять средства на Украину, ни получать деньги оттуда. По мнению Шария, его «выдавливают в Россию». Журналист утверждает, что после убийства Олеся Бузины, он получил в интернете тысячи угроз. Последние несколько лет Шарий живет в Европе и ведет канал на YouTube, разоблачающий фейки в украинских СМИ. На Украине против Шария заведены несколько уголовных дел. В феврале 2012 года он был объявлен во всеукраинский розыск. В 2013 году он был задержан в Нидерландах по запросу украинских властей, однако суд страны отказал Украине в экстрадиции Шария. Прежде Шарий был известен как автор громких журналистских расследований. Наиболее резонансные из них посвящены теме борьбы с организованной преступностью на Украине. По итогам его расследования о «крышевании» наркоторговли Управлением по борьбе с незаконным оборотом наркотиков были уволены несколько высокопоставленных офицеров МВД. Также широко известны расследования Шария о причастности МВД к покрыванию нелегальных казино в Киеве.",8.0,0
31,ключ,"В Болгарии жестоко расправились с тележурналисткой Викторией Мариновой. Об этом сообщили в прокуратуре, передает The Telegraph. Тело 30-летней женщины нашли 6 октября в парке в городе Русе. По данным властей, смерть наступила в результате ударов по голове и удушения. Министр внутренних дел Болгарии Младен Маринов сообщил, что женщину изнасиловали. «У нее отсутствовали мобильный телефон, ключи от машины, очки и часть одежды», — рассказал местный прокурор Георгий Георгиев. По его словам, рассматриваются все варианты произошедшего, как связанные с личной жизнью, так и с работой Мариновой. По данным премьер-министра Бойко Борисова, на месте удалось собрать большое количество ДНК-материала, что должно привести к скорой поимке преступника. Маринова занимала пост административного директора частного телеканала TVN. В сентябре она запустила на нем собственное ток-шоу «Детектор». Его первый выпуск вышел в эфир 30 сентября. Передача была посвящена расследованию возможного мошенничества с фондами ЕС, в котором могут быть замешаны известные бизнесмены и политики. В феврале в Словакии были убиты 27-летний журналист Ян Куцияк и его подруга. Тела с огнестрельными ранениями обнаружили в их доме недалеко от Братиславы. Сообщалось, что молодой человек вел расследование возможных связей словацких политиков и итальянской мафии. В полиции заявляли, что убийство может быть связано с его журналистской деятельностью.",8.0,1
32,ключ,"В Пекине 13-летний мальчик угнал автобус, сообщает 23 февраля агентство Associated Press. Подросток завел припаркованный на стоянке рейсовый автобус без ключа, замкнув провода, и поехал кататься по улицам. В процессе катания он врезался в десятки автомобилей. Сбив две машины, подросток попытался скрыться и въехал на стоянку. По свидетельствам очевидцев, автобус раздвигал припаркованные машины, словно бульдозер. В результате аварий никто не пострадал. Имя мальчика не называется. Неизвестно, был ли он взят под стражу. В настоящее время полиция пытается связаться с родителями или опекунами юного правонарушителя.",8.0,1
