,word,context,label,is_equivalent
10,ключ,"Предприятия российского оборонно-промышленного комплекса должны предоставлять своим сотрудникам жилье на условиях льготного ипотечного кредитования. Как сообщает РИА Новости, об этом  вице-премьер РФ Сергей Иванов заявил 9 июля в подмосковном городе Одинцово в ходе церемонии вручения ключей от квартир молодым сотрудникам  концерна радиостроения ""Вега"".В рамках программы обеспечения жильем молодых сотрудников концерн купил 52 квартиры в расположенном в Одинцово жилом комплексе. Часть квартир переданы сотрудникам в кредит на 10 лет по ставке 10 процентов годовых. Ежемесячные выплаты по кредитам составят от 15 до 25 тысяч рублей. Остальные квартиры предназначены для временного проживания сотрудников.""То, что происходит сегодня, я думаю, это очень хороший пилотный проект, и я думаю, что он продолжится как в концерне 'Вега', так и в других оборонно-промышленных структурах"", - сказал Иванов.В свою очередь генеральный директор концерна ""Вега"" Владимир Верба отметил, что предприятиям оборонной промышленности нужна целевая поддержка от государства в виде  субсидирования процентной ставки по ипотечным кредитам. По его словам, приемлимой является ставка в размере пять процентов годовых. ""Одними зарплатами мы молодежь не привлечем"", - подчеркнул он.ОАО ""Концерн радиостроения ""Вега"" было создано в 2004 году в соответствии с указом президента России. Компания занимается разработкой и созданием новых комплексов авиационной и космической радиолокации.",4,0
11,ключ,"Главный военный прокурор Украины Анатолий Матиос сообщил, что у экс-бойцов расформированного за мародерство батальона «Торнадо», устроивших бунт в Лукьяновском СИЗО Киева, были ключи от камер. Об этом он сообщил в эфире телеканала «112 Украина». «У всех ""торнадовцов"" были магнитные карточки, которые позволяли им выйти на улицу. Не только ключи, а магнитные карточки… На улицу Дегтяревскую. Когда мы попытались [пройти при помощи карточек] — все двери открывались, все вышли», — сказал Матиос. По словам прокурора, за полтора года в камере, в которой содержались бывшие бойцы «Торнадо», не было проведено ни одного обыска, хотя по правилам их необходимо проводить раз в неделю. Матиос добавил, что после задержания «торнадовцев» в их камерах обнаружили 142 телефона. Бунт «торнадовцов» произошел 9 августа. При попытке этапировать их из СИЗО заключенные оказали сопротивление и забаррикадировались в камерах. Они использовали самодельные гранаты, а также угрожали поджечь сотрудника правоохранительных органов. Спецназ подавил бунт и разоружил «торнадовцов». Добровольческий батальон «Торнадо» в составе МВД Украины создали в октябре 2014 года на базе ранее расформированного за мародерство батальона «Шахтерск». В июне 2015 года глава МВД Арсен Аваков расформировал и этот батальон. В апреле 2017 года восемь бывших бойцов подразделения приговорили к тюремному заключению за изнасилование, мародерство, истязание и похищение.",4,0
12,ключ,"Советник главы МВД Украины Антон Геращенко обвинил журналиста Анатолия Шария в организации финансирования международного терроризма на своей странице в Facebook. «По итогам обнародования итогов спецоперации ""Разводной ключ"", тов Шарию собрать вещи и приготовиться переезду на ПМЖ в Российскую Федерацию до момента ареста и выдаче Украине за организацию финансирования международного терроризма», — написал Геращенко. В записи на Facebook советник главы МВД пояснил, что задачей проведенной правоохранительными органами информационной спецоперации «Разводной ключ» было собрать деньги, которые предназначались для финансирования терроризма и перенаправить их на укрепление материальной базы вооруженных сил Украины. Сам Шарий назвал обвинения Геращенко «абсолютным маразмом и идиотизмом». «Это, в первую очередь, удар по самому Геращенко, которого все воспринимают не иначе как инернет-тролля. Цель такого выпада — привлечение публичного внимания. Причем подобное обращение с информацией нанесет гораздо больший ущерб самому советнику главы МВД, нежели мне», — заявил Шарий «Ленте.ру». Ранее он подтвердил радиостанции РСН, что у него действительно есть счета в Европе, но, по его утверждению, он не может с их помощью ни перечислять средства на Украину, ни получать деньги оттуда. По мнению Шария, его «выдавливают в Россию». Журналист утверждает, что после убийства Олеся Бузины, он получил в интернете тысячи угроз. Последние несколько лет Шарий живет в Европе и ведет канал на YouTube, разоблачающий фейки в украинских СМИ. На Украине против Шария заведены несколько уголовных дел. В феврале 2012 года он был объявлен во всеукраинский розыск. В 2013 году он был задержан в Нидерландах по запросу украинских властей, однако суд страны отказал Украине в экстрадиции Шария. Прежде Шарий был известен как автор громких журналистских расследований. Наиболее резонансные из них посвящены теме борьбы с организованной преступностью на Украине. По итогам его расследования о «крышевании» наркоторговли Управлением по борьбе с незаконным оборотом наркотиков были уволены несколько высокопоставленных офицеров МВД. Также широко известны расследования Шария о причастности МВД к покрыванию нелегальных казино в Киеве.",4,0
13,ключ,"В Астане во вторник, 14 марта, начался третий раунд переговоров по Сирии. Об этом сообщает РИА Новости. Ожидается серия двусторонних и трехсторонних консультаций. В настоящее время проходит встреча российской делегации, которую возглавляет спецпредставитель президента Александр Лаврентьев, с представителями ООН во главе с Милошем Стругаром. От российской делегации во встрече также участвуют директор департамента Ближнего Востока и Северной Африки Сергей Вершинин и заместитель начальника Главного оперативного управления Станислав Гаджимагомедов. Делегация США представлена послом в Казахстане Джорджем Кролом и представителем из Вашингтона, отметил представитель МИД Казахстана, не уточнив должность американского представителя. Турция и Иран представлены на уровне заместителей министров. Как сообщил журналистам глава МИД Казахстана Кайрат Абдрахманов, во вторник ожидается прибытие делегации от вооруженной оппозиционной группы Сирии «Южный фронт». На встрече в Астане, по его словам, будут рассмотрены вопросы о создании рабочей группы по обмену пленными и разминированию гуманитарных объектов. Ранее сообщалось, что делегация сирийских повстанцев отказалась участвовать в новом раунде переговоров в Астане по урегулированию ситуации в ближневосточном государстве. 11 марта представители вооруженной оппозиции выдвинули ряд условий для проведения переговоров. В числе требований были названы перенос даты проведения переговоров в столице Казахстана, завершение обсуждения документа о механизме прекращения огня, о котором договорились в Анкаре до встречи в Астане. В тот же день Совбез ООН призвал стороны конфликта продолжить переговоры в конструктивном ключе и без предварительных условий. Члены СБ признали, что продолжение политических переговоров стало возможным благодаря достигнутому в Астане соглашению о прекращении огня.",4,0
14,ключ,"В Мельбурне врезавшуюся в дерево Toyota Camry покрыли золотой краской и превратили в арт-объект. Об этом сообщает Vice. Авария произошла в австралийском городе еще 16 октября. Водитель сбежал, оставив ключи в замке зажигания. Спустя неделю неизвестный художник покрыл Toyota позолотой и превратил ее в популярную достопримечательность.   Пользователи сети сравнили художника с Голдфингером — злодеем из одноименного фильма о Джеймсе Бонде, который красил своих жертв золотой краской, и даже запустили соответствующий хештег.   Другие юзеры отметили, что к автомобилю наверняка прикоснулся древнегреческий царь Мидас, по легенде превращавший все предметы в золото.  Местные власти пока не эвакуировали машину. Установить личность ее владельца так и не удалось.",4,0
15,кисть,"Палестинский юноша получил ранения средней тяжести в результате преждевременного взрыва бомбы, которую он, очевидно, изготовлял. Об этом сообщает Jerusalem Post со ссылкой на израильское армейское радио. По данным интернет-издания MIGnews.com, 15-летний палестинец собирался совершить теракт в районе расположения армейских частей ЦАХАЛа в Хевроне. Раненый подросток добрался до пропускного пункта Гуш Эцион (Gush Etzion) на Западном берегу, откуда его перевезли в военный госпиталь в Иерусалиме. MIGnews.com добавляет, что, по данным врачей, юноша получил сильные ожоги лица и серьезно повредил кисти рук.",3,1
16,кисть,"Житель американского города Вест-Бенд, штат Висконсин, остался без рук и ног из-за собачьих бактерий. Об этом сообщает Fox 29. 48-летний Грег Мантейфель (Greg Manteufel) попал в больницу в июне. Первоначально врачи полагали, что он болен гриппом. Затем у него в крови нашли бактерии рода Capnocytophaga, которые встречаются в слюне собак и могут попасть в организм человека после укуса или в случае плотного контакта с инфицированным псом. Что именно привело к заражению, не уточняется, однако известно, что Мантейфель всю жизнь имел дело с собаками. По словам жены, он был полностью покрыт синяками. «Выглядело так, будто кто-то избил его бейсбольной битой», — утверждает она. Инфекция привела к уменьшению кровяного давления в организме мужчины. Из-за плохого кровоснабжения конечностей ткани стали отмирать, началась гангрена. Через неделю ноги пришлось ампутировать. Затем Мантейфель частично лишился кистей рук. Это не остановило гангрену, поэтому понадобилась новая операция, во время которой ему удалили руки до середины предплечья. В результате заражения пострадали и другие органы. Врачи полагают, что мужчине потребуется пластическая операция для восстановления носа. Бактерии рода Capnocytophaga представляют особую опасность для людей с ослабленной иммунной системой. «Эта инфекция в его крови вызвала исключительно сильную реакцию в его организме, — говорит специалист по инфекционным болезням Сильвия Мунос-Прайс (Silvia Munoz-Price). — 99 процентов людей, у которых есть собаки, никогда не сталкиваются с такой проблемой. Это чистая случайность». В июле сообщалось, что запущенная язва на месте пореза довела жительницу британского города Бристен до ампутации ноги. Инфицированное место отекло, что затруднило кровоснабжение и привело к гангрене.",1,0
17,кисть,"Международный коллектив медиков предложил определять риск наступления смерти по силе сжатия кистей рук, в частности рукопожатию. Результаты своих исследований авторы опубликовали в журнале The Lancet. В ходе исследования ученых падение силы сжатия на 50 ньютонов свидетельствовало о повышении риска смерти в среднем на 16 процентов. Сила сжатия кистей рук измерялась при помощи динамометра. Всего в исследовании, проходившем с 2003 по 2009 год, приняли участие более 140 тысяч человек из 17 стран мира с различным социально-экономическим уровнем развития. За четыре года исследований около двух процентов испытуемых скончались. Всего в качестве заболеваний, способствующих смерти, ученые рассматривали сердечно-сосудистые заболевания, инфаркт миокарда, инсульт, диабет, рак, пневмонию, астму, туберкулез и другие болезни, а также травмы. Результаты исследований, как отмечают ученые, оказались не зависящими от пола, веса, возраста, уровня образования, доходов и физической активности испытуемых, а также употребления ими алкоголя и табака. Как отметили ученые, наблюдаемая ими зависимость между силой сжатия кистей рук обусловлена объективными физиологическими особенностями организма человека и может открыть недорогие способы прогнозирования вероятности наступления смерти.",1,0
18,кисть,"В Ставрополе на рынке ""Южный"" произошла перестрелка, сообщает 22 августа РИА Новости. Стрельба велась из автоматов. В конфликте участвовали от пяти до 14 человек, количество раненых составляет от пяти до восьми человек. Раненые направлены в четвертую городскую больницу. Издание Life News со ссылкой на источник в администрации рынка сообщает, что на ""Южный"" пришли несколько неизвестных мужчин, которые открыли огонь по торговцам овощами - уроженцам Таджикистана, Азербайджана и Армении. Источник назвал имена нескольких пострадавших. 34-летний Хасан Сулейманов ранен в грудь, 30-летний Сергей Разгоян - в предплечье, 55-летний Амир Разгоян - в плечо, 35-летний Гамлет Разгоян - в кисть, также у него сломано предплечье. 29-летний Анатолий Разгоян не получил пулевых ранений, однако был избит.",1,0
19,кисть,"Агенты ФБР нашли картину, которая с большой долей вероятности принадлежит кисти французского художника Анри Матисса, передает Agence France-Presse. ""Одалиску в красных шароварах"" стоимостью три миллиона долларов искали по всему миру почти десять лет. Агенты арестовали 46-летнего жителя США Педро Гусмана и 50-летнюю мексиканку Марию Марту Ласо в Майами, когда они пытались продать картину подставным покупателям за 740 тысяч долларов. Продавцы даже не скрывали, что полотно краденое. Телеканал CNN сообщил, что женщина прибыла в Майами рейсом из Мехико в понедельник, 16 июля, и привезла с собой красный тубус, в котором находилось полотно. На следующий день обоих арестовали в момент продажи картины. Подозреваемым грозит тюремное заключение сроком до десяти лет. Картина Матисса ""Одалиска в красных шароварах"", написанная в 1925 году, была приобретена Музеем современного искусства в Каракасе в 1981 году у нью-йоркской галереи Мальборо за полмиллиона долларов. В 2003 году музей провел экспертизу полотна, поскольку, предположительно, получил информацию о том, что ""Одалиска"" появилась на черном рынке, от частного коллекционера. Исследование показало, что в музее висит подделка. Однако установить, когда именно был украден оригинал, так и не удалось. Картину разыскивали почти десять лет, к поискам были подключены Интерпол и ФБР, а также полиция Венесуэлы, Великобритании, Испании и Франции. По информации газеты The Daily Telegraph, ФБР разыскивает еще пять пропавших картин и 62 наброска Матисса. Работы художника весьма высоко ценятся коллекционерами: в 2007 году его полотно ""Одалиска. Голубая гармония"" 1937 года было продано на аукционе Christie's в Нью-Йорке за 33 миллиона 641 тысячу долларов.",2,1
20,кисть,"Нью-йоркский мультипликатор Дэн Мет обнаружил в музее Метрополитен портрет, на котором изображен ""двойник"" комика и сатирика Джона Стюарта. Этот портрет принадлежит кисти Ильи Репина, а изображен на нем русский писатель и поэт Всеволод Гаршин, действительно очень похожий на Стюарта. Картина была написана в 1884 году и хранится в Метрополитене с 1972 года. Джон Стюарт - один из самых известных и авторитетных американских телеведущих. С 1999 года он ведет авторскую передачу The Daily Show на телеканале Comedy Central. Эта передача считается одной из самых популярных комедийных передач в США и с 2001 года получила в сумме 14 премий ""Эмми"" в разных номинациях.",2,1
21,кисть,"Картина кисти Тициана ""Портрет неизвестного с серыми глазами"" будет выставлена в Пушкинском музее с 7 апреля 2009 года. Показ, который продлится до 7 июня, приурочен к визиту в Россию премьер-министра Италии Сильвио Берлускони, сообщает РИА Новости. Полотно происходит из флорентийской галереи Палатина (Палаццо Питти). Портрет первоначально датировался 1540-1545 годами, но сейчас принято считать, что относится к 1520-м. Существует предположение, что на картине запечатлены юрист Ипполито Риминальди или Пьетро Аретино, друг Тициана. У полотна есть второе название - ""Портрет англичанина"". Известный портрет Риминальди кисти Тициана, датируемый 1528 годом, хранится в Академии святого Луки в Риме. Знаменитый портрет Пьетро Аретино 1545 года находится во Флоренции, в той же галерее Палатина.",2,1
22,кисть,"Возможность рассмотреть вблизи фрески на сводах флорентийской базилики Санта-Кроче предоставят посетителям после реставрации. Об этом в своей статье для The Wall Street Journal пишет представитель Catholic News Service Фрэнсис Рокка. После завершения реставрации фрески «История животворящего креста» кисти Аньоло Гадди на строительные леса допустят всех желающих посетителей Санта-Кроче. Те, кто осилит подъем на высоту более 30 метров, смогут не только увидеть фрески глазами их создателей. Из-под сводов открывается вид на внутренние помещения церкви, где расположены гробницы таких великих людей, как Данте, Микеланджело, Макиавелли, Галилея и Россини. Строительные леса окончательно снимут осенью 2013 года. Продолжавшаяся более пяти лет реставрация работы Гадди позволила не только устранить последствия восстановительных работ 1946 года, когда (следуя принятой тогда практике) недостающие элементы росписи заменялись новыми, но и открыла ранее незаметные детали. Теперь гости базилики смогут разглядеть позолоту ангельских нимбов, синий цвет звездного неба и листву деревьев. На фреске также видны следы подготовительных рисунков Гадди и правки, внесенные самим автором. «История животворящего креста» была написана Гадди в конце XIV века и изображает императора Ираклия, который вносит крест в Иерусалим. Как и многие росписи Санта-Кроче, она была закрашена мелом в середине XVI века по решению Католической церкви. Базилика Санта-Кроче расположена в центре Флоренции и является самой крупной в мире францисканской церковью. Строительство церкви началось в конце XIII века, ее освятили в 1442 году. Помимо работы Аньоло Гадди, стены базилики также украшают росписи его отца, Таддео, и основателя итальянской живописной школы Джотто.",2,1
23,кисть,"Двоих пьяных болельщиков сборной Англии, которые ехали в Волгоград на первую игру национальной команды на чемпионате мира, высадили из поезда и привлекли к ответственности. Об этом сообщает Reuters. Англичане были сняты с поезда из-за конфликта с полицейскими. Один из болельщиков выхватил оружие у стража порядка и начал ему угрожать. Нарушителя обезвредили и задержали. Второй фанат разбил стекло в тамбурной двери вагона и получил рваную рану кисти, после чего ему была оказана помощь. Оба болельщика находились в состоянии алкогольного опьянения, в отношении них возбуждены дела об административных правонарушениях. Британское посольство заявило, что знает об инциденте: «Наши сотрудники контактируют с местными властями из-за ситуации с британцем, который был задержан после инцидента в поезде в России. Мы готовы предложить свою помощь». В конце мая Daily Star сообщил, что несколько радикально настроенных группировок английских болельщиков приедут в Россию, чтобы устроить «третью мировую войну». По информации издания, объединенные группы британских фанатов будут защищать своих соотечественников во время мундиаля, так как, по их мнению, российская полиция делать этого не собирается. Англичане выступали с намерением «дать русским бой», при этом их не пугала перспектива арестов. Чемпионат мира-2018 проходит в 11 городах России и продлится до 15 июля. 18 июня сборная Англии сыграет с командой Туниса свой первый матч на мундиале. Встреча начнется в 21:00 по московскому времени. В рамках группового этапа англичане также сыграют с командами Панамы и Бельгии.",2,1
